Model,YYYY/MM/DD,HH:MM:SS,UnixTime,Baseline,CO2,A0,Fig1,Fig2,e2v03,e2vNO2,e2v1,e2v2,e2v3,e2v4,Temp,Rh,BaroT,BaroP,Lat,N/S,Lon,E/W,C0,C1,C2,C3,C4,C5,C6,C7,Ba1,Ba2,Ba3,Ba4,Bb1,Bb2,Bb3,Bb4,Bc1,Bc2,Bc3,Bc4,Wind
UPODS1,2016.10.19,17:49:0,1476899340,417,167,195,264,561,831,964,0,0,0,0, 34.70,  5.10,34.80,98694.00,3403.98933,1,11813.60527,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-80953.13,3000.00,-11640.62,32890.62,2047984.37,2047984.37,-2437.50,578.13,0
UPODS1,2016.10.19,17:49:17,1476899357,262,170,191,119,531,538,918,0,0,0,0, 34.70,  5.10,34.30,98705.00,3403.98933,1,11813.60527,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-5406.25,15625.00,17125.00,41453.12,2047984.37,2047984.37,-437.50,2593.75,0
UPODS1,2016.10.19,17:49:34,1476899374,263,171,191,88,367,429,898,0,0,0,0, 34.50,  6.20,34.50,98680.00,3403.98933,1,11813.60527,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3609.37,13875.00,26171.88,43843.75,211375.00,2047984.37,-156.25,1890.63,0
UPODS1,2016.10.19,17:49:52,1476899392,259,171,190,76,282,369,883,0,0,0,0, 34.60,  6.50,34.60,98683.00,3411.94449,1,11831.95996,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3828.12,13062.50,30484.38,42984.37,112000.00,256625.00,-31.25,890.63,0
UPODS1,2016.10.19,17:50:10,1476899410,259,169,190,67,229,327,867,0,0,0,0, 34.80,  6.60,34.80,98691.00,3411.94567,1,11831.96004,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-3953.12,12718.75,30843.75,41515.62,79218.75,146390.62,0.00,390.63,0
UPODS1,2016.10.19,17:50:28,1476899428,259,172,190,61,193,296,853,0,0,0,0, 35.10,  6.90,34.80,98703.00,3411.94565,1,11831.96101,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4218.75,12656.25,29062.50,39734.37,62656.25,109515.63,31.25,156.25,0
UPODS1,2016.10.19,17:50:46,1476899446,258,173,192,55,168,271,839,0,0,0,0, 35.20,  6.70,34.90,98688.00,3411.94522,1,11831.96157,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4359.37,12578.12,26968.75,37828.12,52546.87,90062.50,0.00,-62.50,0
UPODS1,2016.10.19,17:51:4,1476899464,257,172,191,51,148,251,827,0,0,0,0, 35.50,  6.50,35.00,98697.00,3411.94527,1,11831.96145,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4406.25,12390.62,24906.25,36062.50,45796.87,77390.63,62.50,-31.25,0
UPODS1,2016.10.19,17:51:22,1476899482,259,172,191,48,134,236,816,0,0,0,0, 35.70,  6.40,35.10,98694.00,3411.94471,1,11831.96126,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4500.00,12406.25,23421.88,35062.50,41109.37,68875.00,125.00,0.00,0
UPODS1,2016.10.19,17:51:40,1476899500,256,171,189,45,122,223,804,0,0,0,0, 35.90,  6.20,35.20,98699.00,3411.94414,1,11831.96149,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4546.87,12406.25,22187.50,34234.37,37265.62,62468.75,109.37,46.88,0
UPODS1,2016.10.19,17:51:58,1476899518,256,171,191,43,112,212,793,0,0,0,0, 36.20,  6.40,35.30,98690.00,3411.94600,1,11831.96285,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4640.62,12375.00,21250.00,33687.50,34296.87,57546.87,109.37,171.88,0
UPODS1,2016.10.19,17:52:16,1476899536,257,170,188,41,104,203,783,0,0,0,0, 36.40,  6.30,35.40,98690.00,3411.94602,1,11831.96398,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4578.12,12718.75,20656.25,33406.25,31953.13,53828.12,78.12,328.13,0
UPODS1,2016.10.19,17:52:34,1476899554,254,169,188,40,97,195,774,0,0,0,0, 36.60,  6.20,35.50,98705.00,3411.94564,1,11831.96360,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4468.75,12687.50,20281.25,33203.12,30343.75,50796.87,109.37,406.25,0
UPODS1,2016.10.19,17:52:52,1476899572,255,169,189,39,92,188,764,0,0,0,0, 36.80,  6.00,35.60,98692.00,3411.94573,1,11831.96326,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4203.12,12921.87,19968.75,33250.00,28734.38,48296.87,109.37,593.75,0
UPODS1,2016.10.19,17:53:10,1476899590,253,170,189,38,87,182,754,0,0,0,0, 36.90,  5.80,35.80,98704.00,3411.94585,1,11831.96297,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-4359.37,13171.87,20109.38,33453.12,27328.13,46046.87,187.50,703.13,0
