Model,YYYY/MM/DD,HH:MM:SS,UnixTime,Baseline,CO2,A0,Fig1,Fig2,e2v03,e2vNO2,e2v1,e2v2,e2v3,e2v4,Temp,Rh,BaroT,BaroP,Lat,N/S,Lon,E/W,C0,C1,C2,C3,C4,C5,C6,C7,Ba1,Ba2,Ba3,Ba4,Bb1,Bb2,Bb3,Bb4,Bc1,Bc2,Bc3,Bc4,Wind
UPODS2,2016.10.22,0:10:43,1477095043,652,146,1023,19,39,19,6,0,0,0,0, 37.70,  1.60,37.70,98156.00,3411.94726,1,11831.96413,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1937.50,-1015.63,218.75,4171.87,2765.62,4843.75,218.75,250.00,0
UPODS2,2016.10.22,0:11:0,1477095060,651,150,1022,19,40,19,6,0,0,0,0, 37.70,  1.60,37.70,98156.00,3411.94735,1,11831.96426,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2062.50,-1546.88,234.38,4375.00,2828.12,4765.62,234.38,250.00,0
UPODS2,2016.10.22,0:11:17,1477095077,651,151,1022,19,40,19,6,0,0,0,0, 37.70,  1.60,37.60,98148.00,3411.94705,1,11831.96408,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2093.75,-1625.00,234.38,3718.75,2765.62,4875.00,203.13,234.38,0
UPODS2,2016.10.22,0:11:34,1477095094,652,151,1023,18,39,19,6,0,0,0,0, 37.70,  1.60,37.60,98142.00,3411.94667,1,11831.96415,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2046.88,-1468.75,187.50,2718.75,2687.50,4750.00,218.75,234.38,0
UPODS2,2016.10.22,0:11:51,1477095111,648,150,1022,18,39,19,6,0,0,0,0, 37.70,  1.60,37.60,98148.00,3411.94659,1,11831.96415,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2031.25,-1718.75,218.75,2656.25,2796.87,4609.37,234.38,281.25,0
UPODS2,2016.10.22,0:12:8,1477095128,651,148,1022,19,39,19,7,0,0,0,0, 37.70,  1.70,37.60,98151.00,3411.94663,1,11831.96408,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2109.37,-1718.75,234.38,2828.12,2765.62,4703.12,281.25,296.88,0
UPODS2,2016.10.22,0:12:25,1477095145,651,149,1022,19,40,19,7,0,0,0,0, 37.90,  1.60,37.60,98162.00,3411.94663,1,11831.96407,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2078.12,-1718.75,218.75,2953.12,2843.75,4640.62,250.00,250.00,0
UPODS2,2016.10.22,0:12:42,1477095162,646,151,1023,19,40,19,7,0,0,0,0, 37.90,  1.60,37.60,98156.00,3411.94689,1,11831.96401,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2093.75,-1437.50,250.00,2984.37,2843.75,4828.12,218.75,234.38,0
UPODS2,2016.10.22,0:12:59,1477095179,651,152,1022,19,40,19,7,0,0,0,0, 37.90,  1.60,37.60,98156.00,3411.94683,1,11831.96401,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2187.50,-1593.75,250.00,2906.25,2765.62,4937.50,234.38,234.38,0
UPODS2,2016.10.22,0:13:16,1477095196,653,149,1023,18,40,19,6,0,0,0,0, 38.00,  1.70,37.60,98165.00,3411.94726,1,11831.96397,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2125.00,-1125.00,250.00,2703.12,2859.37,4921.87,218.75,234.38,0
UPODS2,2016.10.22,0:13:33,1477095213,651,149,1021,18,39,18,6,0,0,0,0, 38.00,  1.70,37.60,98145.00,3411.94691,1,11831.96413,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2078.12,-1250.00,234.38,2562.50,2843.75,4796.87,187.50,234.38,0
UPODS2,2016.10.22,0:13:50,1477095230,652,149,1023,18,40,18,6,0,0,0,0, 38.00,  1.70,37.60,98154.00,3411.94704,1,11831.96415,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2265.62,-1484.38,203.13,2968.75,2875.00,4687.50,234.38,234.38,0
UPODS2,2016.10.22,0:14:7,1477095247,652,150,1022,18,41,18,6,0,0,0,0, 38.00,  1.70,37.60,98151.00,3411.94732,1,11831.96419,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2281.25,-1437.50,203.13,2875.00,2453.12,4437.50,265.63,250.00,0
UPODS2,2016.10.22,0:14:24,1477095264,651,150,1022,19,41,19,7,0,0,0,0, 38.00,  1.90,37.60,98156.00,3411.94685,1,11831.96415,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2281.25,-1718.75,203.13,2984.37,2781.25,4828.12,250.00,265.63,0
UPODS2,2016.10.22,0:14:41,1477095281,651,149,1022,19,42,19,7,0,0,0,0, 38.00,  1.80,37.60,98159.00,3411.94649,1,11831.96411,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2281.25,-1531.25,281.25,2984.37,2875.00,5000.00,187.50,234.38,0
UPODS2,2016.10.22,0:14:58,1477095298,653,150,1023,18,40,18,6,0,0,0,0, 38.00,  1.70,37.60,98154.00,3411.94657,1,11831.96409,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2234.37,-1359.38,187.50,2546.87,2765.62,4890.62,218.75,218.75,0
UPODS2,2016.10.22,0:15:15,1477095315,651,150,1022,18,39,18,6,0,0,0,0, 38.00,  1.70,37.60,98159.00,3411.94702,1,11831.96408,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2250.00,-1578.13,218.75,2546.87,2796.87,4687.50,218.75,265.63,0
UPODS2,2016.10.22,0:15:32,1477095332,651,151,1023,18,39,18,6,0,0,0,0, 38.00,  1.70,37.60,98151.00,3411.94726,1,11831.96426,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2281.25,-1250.00,218.75,2500.00,2984.37,4937.50,234.38,250.00,0
UPODS2,2016.10.22,0:15:49,1477095349,653,150,1023,18,39,18,6,0,0,0,0, 38.00,  1.70,37.60,98156.00,3411.94725,1,11831.96424,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2187.50,-1437.50,218.75,2750.00,2875.00,4859.37,250.00,250.00,0
UPODS2,2016.10.22,0:16:6,1477095366,652,151,1022,18,39,18,6,0,0,0,0, 38.00,  1.70,37.60,98156.00,3411.94724,1,11831.96412,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2296.87,-1453.13,234.38,2750.00,2937.50,4937.50,218.75,234.38,0
UPODS2,2016.10.22,0:16:23,1477095383,652,151,1023,18,39,18,6,0,0,0,0, 38.00,  1.70,37.60,98151.00,3411.94712,1,11831.96410,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2171.87,-1546.88,203.13,2546.87,2875.00,4812.50,203.13,250.00,0
UPODS2,2016.10.22,0:16:40,1477095400,652,148,1023,18,39,18,5,0,0,0,0, 38.00,  1.70,37.60,98151.00,3411.94698,1,11831.96418,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2296.87,-1390.63,218.75,2531.25,2765.62,4890.62,218.75,234.38,0
UPODS2,2016.10.22,0:16:57,1477095417,652,149,1023,18,39,18,5,0,0,0,0, 38.00,  1.70,37.60,98156.00,3411.94709,1,11831.96427,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2187.50,-1109.38,296.88,2375.00,2843.75,4687.50,250.00,234.38,0
UPODS2,2016.10.22,0:17:14,1477095434,653,149,1023,18,38,18,6,0,0,0,0, 38.00,  1.70,37.60,98139.00,3411.94718,1,11831.96434,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2156.25,-1578.13,281.25,2515.62,2484.37,4687.50,203.13,250.00,0
UPODS2,2016.10.22,0:17:31,1477095451,649,148,1022,18,39,18,6,0,0,0,0, 38.00,  1.70,37.60,98154.00,3411.94724,1,11831.96436,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2265.62,-1593.75,265.63,2750.00,2843.75,4796.87,265.63,281.25,0
UPODS2,2016.10.22,0:17:48,1477095468,652,150,1022,18,39,18,6,0,0,0,0, 38.10,  1.70,37.60,98145.00,3411.94729,1,11831.96433,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2281.25,-1609.38,203.13,2859.37,2796.87,4703.12,250.00,281.25,0
UPODS2,2016.10.22,0:18:5,1477095485,653,152,1022,18,39,18,6,0,0,0,0, 38.00,  1.70,37.60,98154.00,3411.94729,1,11831.96435,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2265.62,-1546.88,187.50,3031.25,2875.00,5031.25,218.75,265.63,0
UPODS2,2016.10.22,0:18:22,1477095502,652,151,1023,18,39,18,6,0,0,0,0, 38.00,  1.70,37.60,98145.00,3411.94726,1,11831.96437,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2218.75,-1625.00,250.00,2750.00,2843.75,4671.87,187.50,250.00,0
UPODS2,2016.10.22,0:18:39,1477095519,648,149,1023,18,40,18,6,0,0,0,0, 38.00,  1.70,37.60,98145.00,3411.94723,1,11831.96436,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2171.87,-1609.38,250.00,2937.50,2875.00,4796.87,234.38,250.00,0
UPODS2,2016.10.22,0:18:56,1477095536,653,148,1022,18,40,18,7,0,0,0,0, 38.10,  1.70,37.60,98151.00,3411.94716,1,11831.96429,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2343.75,-1640.63,218.75,2968.75,2921.87,4812.50,234.38,296.88,0
UPODS2,2016.10.22,0:19:13,1477095553,653,150,1023,18,41,18,7,0,0,0,0, 38.20,  1.70,37.60,98151.00,3411.94716,1,11831.96424,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2296.87,-1593.75,203.13,3218.75,2843.75,4890.62,250.00,265.63,0
UPODS2,2016.10.22,0:19:30,1477095570,652,151,1023,18,43,19,8,0,0,0,0, 38.20,  1.70,37.60,98145.00,3411.94733,1,11831.96410,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2359.37,-1609.38,218.75,3437.50,2765.62,4671.87,250.00,265.63,0
UPODS2,2016.10.22,0:19:47,1477095587,651,149,1023,19,43,19,8,0,0,0,0, 38.20,  1.70,37.60,98148.00,3411.94735,1,11831.96417,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2359.37,-1656.25,265.63,3750.00,2937.50,4843.75,218.75,234.38,0
UPODS2,2016.10.22,0:20:4,1477095604,651,152,1023,19,42,19,7,0,0,0,0, 38.20,  1.70,37.60,98154.00,3411.94731,1,11831.96406,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2359.37,-1203.13,250.00,3625.00,2843.75,5015.62,250.00,250.00,0
UPODS2,2016.10.22,0:20:21,1477095621,652,148,1022,18,41,19,6,0,0,0,0, 38.20,  1.70,37.60,98154.00,3411.94721,1,11831.96394,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2421.87,-1109.38,187.50,3359.37,2843.75,4843.75,203.13,250.00,0
UPODS2,2016.10.22,0:20:38,1477095638,647,149,1022,18,40,19,6,0,0,0,0, 38.20,  1.70,37.70,98151.00,3411.94796,1,11831.96339,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2359.37,-1140.63,234.38,3078.12,2890.62,4750.00,234.38,218.75,0
UPODS2,2016.10.22,0:20:55,1477095655,652,148,1022,18,39,18,6,0,0,0,0, 38.10,  1.70,37.70,98142.00,3411.94891,1,11831.96302,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2281.25,-1093.75,203.13,2859.37,2843.75,4859.37,218.75,265.63,0
UPODS2,2016.10.22,0:21:12,1477095672,653,150,1023,18,38,18,6,0,0,0,0, 38.10,  1.70,37.70,98151.00,3411.95026,1,11831.96227,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2312.50,-1453.13,218.75,2828.12,2843.75,4750.00,234.38,234.38,0
UPODS2,2016.10.22,0:21:29,1477095689,652,151,1023,18,40,18,6,0,0,0,0, 38.20,  1.70,37.70,98151.00,3411.95037,1,11831.96254,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2359.37,-1718.75,218.75,3187.50,2921.87,4671.87,234.38,265.63,0
UPODS2,2016.10.22,0:21:46,1477095706,652,149,1023,18,40,18,6,0,0,0,0, 38.10,  1.70,37.70,98145.00,3411.95021,1,11831.96280,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2359.37,-1437.50,234.38,3078.12,3062.50,4765.62,218.75,234.38,0
UPODS2,2016.10.22,0:22:3,1477095723,651,148,1023,18,39,18,6,0,0,0,0, 38.10,  1.70,37.70,98142.00,3411.95001,1,11831.96301,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2312.50,-1546.88,218.75,2750.00,2843.75,4781.25,203.13,234.38,0
UPODS2,2016.10.22,0:22:20,1477095740,652,152,1022,18,39,18,6,0,0,0,0, 38.00,  1.80,37.70,98151.00,3411.95064,1,11831.96290,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2281.25,-1500.00,218.75,2859.37,2828.12,4859.37,218.75,234.38,0
UPODS2,2016.10.22,0:22:37,1477095757,651,149,1022,18,39,18,6,0,0,0,0, 38.00,  1.70,37.70,98151.00,3411.95031,1,11831.96317,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2343.75,-1031.25,218.75,2906.25,2843.75,4828.12,203.13,234.38,0
UPODS2,2016.10.22,0:22:54,1477095774,651,148,1023,18,41,18,7,0,0,0,0, 38.00,  1.80,37.70,98145.00,3411.95011,1,11831.96323,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2343.75,-1750.00,218.75,3218.75,2812.50,5046.87,234.38,234.38,0
UPODS2,2016.10.22,0:23:11,1477095791,651,148,1023,19,45,19,9,0,0,0,0, 37.90,  1.60,37.70,98148.00,3411.94947,1,11831.96349,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2234.37,-1687.50,250.00,3578.12,2703.12,4781.25,218.75,250.00,0
UPODS2,2016.10.22,0:23:28,1477095808,651,149,1022,19,47,19,8,0,0,0,0, 37.90,  1.60,37.70,98145.00,3411.94895,1,11831.96364,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2250.00,-1484.38,234.38,3687.50,3078.12,5046.87,265.63,265.63,0
UPODS2,2016.10.22,0:23:45,1477095825,652,149,1023,19,47,19,7,0,0,0,0, 37.90,  1.50,37.70,98148.00,3411.94874,1,11831.96379,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2343.75,-1281.25,234.38,3281.25,2750.00,4765.62,234.38,234.38,0
UPODS2,2016.10.22,0:24:2,1477095842,653,150,1022,19,48,19,7,0,0,0,0, 37.90,  1.50,37.70,98148.00,3411.94839,1,11831.96402,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2203.12,-1281.25,218.75,3406.25,2843.75,4609.37,265.63,281.25,0
UPODS2,2016.10.22,0:24:19,1477095859,652,151,1022,19,48,19,7,0,0,0,0, 38.00,  1.90,37.70,98148.00,3411.94817,1,11831.96375,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2312.50,-1359.38,250.00,3281.25,2859.37,4687.50,250.00,250.00,0
