Model,YYYY/MM/DD,HH:MM:SS,UnixTime,Baseline,CO2,A0,Fig1,Fig2,e2v03,e2vNO2,e2v1,e2v2,e2v3,e2v4,Temp,Rh,BaroT,BaroP,Lat,N/S,Lon,E/W,C0,C1,C2,C3,C4,C5,C6,C7,Ba1,Ba2,Ba3,Ba4,Bb1,Bb2,Bb3,Bb4,Bc1,Bc2,Bc3,Bc4,Wind
UPODS2,2016.10.24,0:0:24,1477267224,686,148,1023,32,28,39,20,0,0,0,0, 27.40, 23.80,27.30,98694.00,3411.94821,1,11831.96399,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1265.63,-4718.75,218.75,2078.12,937.50,1234.38,234.38,281.25,0
UPODS2,2016.10.24,0:0:41,1477267241,685,149,1023,32,28,39,23,0,0,0,0, 27.40, 24.00,27.40,98691.00,3411.94818,1,11831.96392,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1218.75,-4765.62,265.63,2046.88,1000.00,1312.50,234.38,265.63,0
UPODS2,2016.10.24,0:0:58,1477267258,685,149,1023,32,28,39,23,0,0,0,0, 27.40, 23.90,27.30,98694.00,3411.94758,1,11831.96385,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1187.50,-4656.25,234.38,2078.12,906.25,1234.38,218.75,234.38,0
UPODS2,2016.10.24,0:1:15,1477267275,684,150,1023,32,28,39,22,0,0,0,0, 27.40, 23.90,27.30,98688.00,3411.94768,1,11831.96378,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1218.75,-4531.25,250.00,2078.12,937.50,1343.75,234.38,265.63,0
UPODS2,2016.10.24,0:1:32,1477267292,682,148,1023,32,28,39,21,0,0,0,0, 27.40, 23.80,27.30,98682.00,3411.94613,1,11831.96401,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1296.88,-4531.25,265.63,1953.13,1062.50,1312.50,234.38,250.00,0
UPODS2,2016.10.24,0:1:49,1477267309,685,150,1022,32,28,39,20,0,0,0,0, 27.40, 23.90,27.30,98700.00,3411.94432,1,11831.96471,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1234.38,-4515.62,250.00,2000.00,984.38,1343.75,234.38,234.38,0
UPODS2,2016.10.24,0:2:6,1477267326,685,149,1023,32,28,39,19,0,0,0,0, 27.40, 23.80,27.30,98691.00,3411.94443,1,11831.96481,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1281.25,-4562.50,234.38,1953.13,968.75,1187.50,250.00,250.00,0
UPODS2,2016.10.24,0:2:23,1477267343,685,149,1022,32,28,39,19,0,0,0,0, 27.30, 23.90,27.30,98685.00,3411.94395,1,11831.96537,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1265.63,-4421.87,218.75,2015.63,937.50,1375.00,218.75,234.38,0
UPODS2,2016.10.24,0:2:40,1477267360,685,150,1023,32,28,39,18,0,0,0,0, 27.30, 23.80,27.30,98676.00,3411.94421,1,11831.96537,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1296.88,-4343.75,218.75,1890.63,937.50,1234.38,203.13,218.75,0
UPODS2,2016.10.24,0:2:57,1477267377,686,147,1022,32,28,39,18,0,0,0,0, 27.30, 24.00,27.30,98682.00,3411.94661,1,11831.96471,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1234.38,-4437.50,250.00,1765.63,1031.25,1187.50,234.38,250.00,0
UPODS2,2016.10.24,0:3:14,1477267394,683,148,1022,32,28,39,19,0,0,0,0, 27.20, 24.20,27.30,98679.00,3411.94679,1,11831.96404,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1187.50,-4765.62,234.38,1937.50,968.75,1234.38,250.00,265.63,0
UPODS2,2016.10.24,0:3:31,1477267411,684,149,1023,32,28,39,19,0,0,0,0, 27.30, 24.10,27.30,98676.00,3411.94656,1,11831.96410,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1187.50,-4453.12,250.00,1875.00,968.75,1343.75,250.00,265.63,0
UPODS2,2016.10.24,0:3:48,1477267428,680,149,1023,32,28,39,20,0,0,0,0, 27.20, 24.10,27.30,98685.00,3411.94652,1,11831.96427,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1171.88,-4515.62,218.75,1937.50,953.13,1156.25,234.38,250.00,0
UPODS2,2016.10.24,0:4:5,1477267445,685,148,1022,32,28,39,21,0,0,0,0, 27.20, 24.20,27.30,98673.00,3411.94580,1,11831.96436,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1203.13,-4437.50,265.63,1906.25,968.75,1375.00,250.00,250.00,0
UPODS2,2016.10.24,0:4:22,1477267462,684,148,1022,32,28,39,19,0,0,0,0, 27.20, 24.10,27.20,98671.00,3411.94506,1,11831.96439,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1250.00,-4343.75,250.00,1828.13,921.88,1625.00,265.63,250.00,0
UPODS2,2016.10.24,0:4:39,1477267479,683,148,1022,32,28,39,18,0,0,0,0, 27.10, 24.00,27.20,98679.00,3411.94450,1,11831.96411,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1171.88,-4093.75,218.75,1859.38,968.75,1343.75,250.00,265.63,0
UPODS2,2016.10.24,0:4:56,1477267496,685,149,1023,32,28,39,18,0,0,0,0, 27.20, 24.00,27.20,98683.00,3411.94481,1,11831.96447,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1234.38,-4265.62,265.63,1828.13,968.75,1343.75,250.00,296.88,0
UPODS2,2016.10.24,0:5:13,1477267513,684,148,1023,32,28,39,20,0,0,0,0, 27.10, 24.00,27.20,98668.00,3411.94353,1,11831.96486,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1250.00,-4265.62,281.25,1953.13,1000.00,1187.50,265.63,265.63,0
UPODS2,2016.10.24,0:5:30,1477267530,684,149,1023,32,28,39,19,0,0,0,0, 27.20, 24.10,27.20,98674.00,3411.94327,1,11831.96477,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1218.75,-4406.25,234.38,2000.00,1031.25,1125.00,265.63,281.25,0
UPODS2,2016.10.24,0:5:47,1477267547,685,148,1021,32,28,39,20,0,0,0,0, 27.20, 24.10,27.20,98674.00,3411.94380,1,11831.96456,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1250.00,-4640.62,281.25,2093.75,1000.00,1296.88,234.38,281.25,0
UPODS2,2016.10.24,0:6:4,1477267564,682,150,1023,32,28,39,19,0,0,0,0, 27.20, 24.00,27.20,98665.00,3411.94383,1,11831.96464,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1281.25,-4390.62,250.00,2046.88,953.13,1562.50,234.38,250.00,0
UPODS2,2016.10.24,0:6:21,1477267581,685,150,1020,32,28,39,20,0,0,0,0, 27.20, 24.10,27.20,98668.00,3411.94407,1,11831.96477,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1203.13,-4484.37,281.25,2015.63,1000.00,1296.88,203.13,281.25,0
UPODS2,2016.10.24,0:6:38,1477267598,686,147,1023,32,28,39,22,0,0,0,0, 27.20, 24.30,27.20,98671.00,3411.94416,1,11831.96483,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1281.25,-4609.37,250.00,2156.25,968.75,1218.75,250.00,265.63,0
UPODS2,2016.10.24,0:6:55,1477267615,685,149,1023,32,28,39,22,0,0,1,0, 27.20, 24.20,27.20,98671.00,3411.94411,1,11831.96501,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1265.63,-4500.00,250.00,2218.75,1031.25,1250.00,265.63,265.63,0
UPODS2,2016.10.24,0:7:12,1477267632,685,150,1022,32,28,39,21,0,0,0,0, 27.20, 24.20,27.20,98671.00,3411.94432,1,11831.96515,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1171.88,-4500.00,250.00,2109.37,984.38,1296.88,265.63,296.88,0
UPODS2,2016.10.24,0:7:29,1477267649,686,148,1023,32,28,40,21,0,0,0,0, 27.10, 24.30,27.20,98671.00,3411.94431,1,11831.96541,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1281.25,-4484.37,234.38,2250.00,1000.00,1406.25,250.00,250.00,0
UPODS2,2016.10.24,0:7:46,1477267666,686,149,1023,32,28,39,21,0,0,0,0, 27.20, 24.20,27.20,98668.00,3411.94438,1,11831.96535,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1250.00,-4421.87,234.38,2156.25,890.63,1125.00,218.75,265.63,0
UPODS2,2016.10.24,0:8:3,1477267683,686,147,1023,32,28,40,22,0,0,0,0, 27.20, 24.20,27.20,98674.00,3411.94447,1,11831.96533,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1218.75,-4437.50,265.63,2187.50,1046.88,1343.75,234.38,281.25,0
UPODS2,2016.10.24,0:8:20,1477267700,685,148,1022,32,28,40,21,0,0,0,0, 27.20, 24.20,27.20,98671.00,3411.94449,1,11831.96539,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1234.38,-4421.87,218.75,2156.25,1125.00,1109.38,250.00,250.00,0
UPODS2,2016.10.24,0:8:37,1477267717,685,150,1022,32,28,40,22,0,0,0,0, 27.20, 24.20,27.20,98671.00,3411.94448,1,11831.96569,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1203.13,-4468.75,234.38,2281.25,1078.13,1265.63,265.63,265.63,0
UPODS2,2016.10.24,0:8:54,1477267734,685,148,1022,32,28,40,20,0,0,0,0, 27.20, 24.20,27.20,98656.00,3411.94421,1,11831.96622,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1281.25,-4703.12,218.75,2187.50,1015.63,1312.50,250.00,250.00,0
UPODS2,2016.10.24,0:9:11,1477267751,680,147,1023,32,28,40,19,0,0,0,0, 27.20, 24.30,27.20,98662.00,3411.94441,1,11831.96632,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1218.75,-4609.37,250.00,2265.62,937.50,1359.38,250.00,250.00,0
UPODS2,2016.10.24,0:9:28,1477267768,685,149,1022,32,28,40,21,0,0,0,0, 27.20, 24.30,27.20,98662.00,3411.94457,1,11831.96669,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1218.75,-4593.75,296.88,2312.50,937.50,1234.38,234.38,265.63,0
UPODS2,2016.10.24,0:9:45,1477267785,685,151,1023,32,28,40,21,0,0,0,0, 27.20, 24.20,27.20,98659.00,3411.94468,1,11831.96664,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1281.25,-4640.62,234.38,2234.37,968.75,1281.25,250.00,265.63,0
UPODS2,2016.10.24,0:10:2,1477267802,686,151,1022,32,28,40,23,0,0,0,0, 27.20, 24.20,27.20,98674.00,3411.94496,1,11831.96689,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1234.38,-4484.37,250.00,2312.50,1046.88,1421.88,265.63,265.63,0
UPODS2,2016.10.24,0:10:19,1477267819,681,148,1023,32,28,40,24,0,0,0,0, 27.20, 24.30,27.20,98659.00,3411.94501,1,11831.96712,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1187.50,-4484.37,265.63,2312.50,1015.63,1265.63,250.00,265.63,0
UPODS2,2016.10.24,0:10:36,1477267836,686,149,1021,32,28,41,24,0,0,0,0, 27.20, 24.30,27.20,98665.00,3411.94564,1,11831.96665,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1250.00,-4609.37,218.75,2375.00,953.13,1250.00,234.38,265.63,0
UPODS2,2016.10.24,0:10:53,1477267853,686,151,1023,32,28,41,24,0,0,0,0, 27.20, 24.40,27.20,98665.00,3411.94554,1,11831.96635,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1171.88,-4593.75,234.38,2343.75,1015.63,1281.25,250.00,265.63,0
