Model,YYYY/MM/DD,HH:MM:SS,UnixTime,Baseline,CO2,A0,Fig1,Fig2,e2v03,e2vNO2,e2v1,e2v2,e2v3,e2v4,Temp,Rh,BaroT,BaroP,Lat,N/S,Lon,E/W,C0,C1,C2,C3,C4,C5,C6,C7,Ba1,Ba2,Ba3,Ba4,Bb1,Bb2,Bb3,Bb4,Bc1,Bc2,Bc3,Bc4,Wind
UPODS2,2016.10.27,0:0:17,1477526417,660,147,1023,32,31,35,36,0,0,0,0, 34.90, 18.10,34.60,98593.00,3411.93999,1,11831.96869,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1859.38,-2125.00,265.63,3828.12,1875.00,3140.62,250.00,296.88,0
UPODS2,2016.10.27,0:0:34,1477526434,660,145,1023,32,32,36,44,0,0,0,0, 34.90, 18.20,34.60,98584.00,3411.94079,1,11831.96825,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1937.50,-2234.37,250.00,3843.75,1937.50,2843.75,265.63,296.88,0
UPODS2,2016.10.27,0:0:51,1477526451,655,148,1023,32,32,36,40,0,0,0,0, 34.90, 18.20,34.60,98593.00,3411.94133,1,11831.96762,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1812.50,-2093.75,250.00,3937.50,2093.75,3171.87,296.88,312.50,0
UPODS2,2016.10.27,0:1:8,1477526468,659,149,1022,32,31,36,29,0,0,0,0, 34.90, 18.00,34.70,98590.00,3411.94182,1,11831.96731,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1843.75,-1953.13,265.63,3859.37,1859.38,2859.37,250.00,296.88,0
UPODS2,2016.10.27,0:1:25,1477526485,659,147,1022,32,31,36,30,0,0,0,0, 34.90, 18.10,34.70,98584.00,3411.94216,1,11831.96715,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1906.25,-2187.50,250.00,3750.00,1921.88,2890.62,218.75,281.25,0
UPODS2,2016.10.27,0:1:42,1477526502,658,147,1022,32,31,36,29,0,0,0,0, 34.90, 18.20,34.60,98581.00,3411.94256,1,11831.96700,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1921.88,-2250.00,218.75,3734.37,1984.38,2984.37,234.38,296.88,0
UPODS2,2016.10.27,0:1:59,1477526519,658,148,1023,32,31,36,30,0,0,0,0, 34.90, 18.30,34.60,98575.00,3411.94324,1,11831.96686,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1906.25,-2140.62,265.63,3796.87,1937.50,3000.00,312.50,296.88,0
UPODS2,2016.10.27,0:2:16,1477526536,659,146,1022,32,32,36,29,0,0,0,0, 34.90, 18.20,34.70,98587.00,3411.94332,1,11831.96679,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1890.63,-1843.75,250.00,3796.87,1984.38,2953.12,265.63,281.25,0
UPODS2,2016.10.27,0:2:33,1477526553,659,147,1022,32,32,36,29,0,0,0,0, 34.80, 18.10,34.70,98590.00,3411.94333,1,11831.96675,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1828.13,-1859.38,281.25,3828.12,1937.50,3031.25,281.25,296.88,0
UPODS2,2016.10.27,0:2:50,1477526570,661,146,1023,32,32,35,27,0,0,0,0, 34.80, 18.10,34.60,98587.00,3411.94375,1,11831.96651,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1937.50,-1859.38,265.63,3843.75,1968.75,2890.62,250.00,296.88,0
UPODS2,2016.10.27,0:3:7,1477526587,658,147,1022,32,31,35,27,0,0,0,0, 34.80, 18.20,34.70,98584.00,3411.94315,1,11831.96613,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1890.63,-1953.13,265.63,3796.87,1937.50,2859.37,250.00,281.25,0
UPODS2,2016.10.27,0:3:24,1477526604,660,146,1023,32,31,35,28,0,0,0,0, 34.80, 18.50,34.60,98587.00,3411.94306,1,11831.96582,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1906.25,-2203.12,265.63,3875.00,1937.50,2953.12,296.88,296.88,0
UPODS2,2016.10.27,0:3:41,1477526621,659,148,1022,32,32,35,34,0,0,0,0, 34.70, 18.50,34.60,98584.00,3411.94308,1,11831.96540,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1921.88,-2093.75,234.38,4109.37,1921.88,2937.50,187.50,265.63,0
UPODS2,2016.10.27,0:3:58,1477526638,660,147,1022,32,32,36,30,0,0,0,0, 34.70, 18.50,34.60,98590.00,3411.94316,1,11831.96513,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1843.75,-1875.00,250.00,4265.62,1937.50,2937.50,234.38,281.25,0
UPODS2,2016.10.27,0:4:15,1477526655,660,148,1021,32,32,36,28,0,0,0,0, 34.60, 18.50,34.50,98588.00,3411.94338,1,11831.96500,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1859.38,-1843.75,265.63,4046.87,2000.00,2937.50,203.13,250.00,0
UPODS2,2016.10.27,0:4:32,1477526672,657,146,1022,32,32,35,27,0,0,0,0, 34.50, 18.70,34.50,98588.00,3411.94346,1,11831.96457,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1875.00,-1921.88,234.38,3890.62,1796.88,2937.50,171.88,218.75,0
