Model,YYYY/MM/DD,HH:MM:SS,UnixTime,Baseline,CO2,A0,Fig1,Fig2,e2v03,e2vNO2,e2v1,e2v2,e2v3,e2v4,Temp,Rh,BaroT,BaroP,Lat,N/S,Lon,E/W,C0,C1,C2,C3,C4,C5,C6,C7,Ba1,Ba2,Ba3,Ba4,Bb1,Bb2,Bb3,Bb4,Bc1,Bc2,Bc3,Bc4,Wind
UPODS2,2016.10.23,0:0:16,1477180816,667,149,1023,24,31,24,11,0,0,0,0, 32.60,  9.80,32.60,98280.00,3411.94508,1,11831.96551,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1234.38,-2125.00,203.13,1500.00,1640.63,2812.50,171.88,187.50,0
UPODS2,2016.10.23,0:0:33,1477180833,666,149,1023,23,31,24,11,0,0,0,0, 32.50,  9.80,32.60,98286.00,3411.94484,1,11831.96509,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1234.38,-2218.75,203.13,1406.25,1546.88,2750.00,203.13,234.38,0
UPODS2,2016.10.23,0:0:50,1477180850,667,148,1023,23,31,24,11,0,0,0,0, 32.50,  9.80,32.50,98286.00,3411.94476,1,11831.96540,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1203.13,-2312.50,203.13,1437.50,1578.13,2562.50,187.50,234.38,0
UPODS2,2016.10.23,0:1:7,1477180867,665,146,1022,23,31,24,10,0,0,0,0, 32.40, 10.00,32.50,98289.00,3411.94503,1,11831.96546,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1140.63,-2468.75,218.75,1359.38,1468.75,2562.50,187.50,218.75,0
UPODS2,2016.10.23,0:1:24,1477180884,664,149,1023,23,31,24,10,0,0,0,0, 32.40, 10.10,32.40,98292.00,3411.94555,1,11831.96507,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1203.13,-2500.00,234.38,1296.88,1468.75,2750.00,156.25,171.88,0
UPODS2,2016.10.23,0:1:41,1477180901,668,148,1022,23,31,24,9,0,0,0,0, 32.30, 10.10,32.40,98299.00,3411.94534,1,11831.96484,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1109.38,-2515.62,218.75,1109.38,1453.13,2484.37,171.88,187.50,0
UPODS2,2016.10.23,0:1:58,1477180918,667,149,1022,23,30,24,9,0,0,0,0, 32.20, 10.30,32.40,98290.00,3411.94518,1,11831.96479,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1125.00,-2687.50,156.25,1031.25,1359.38,2562.50,203.13,203.13,0
UPODS2,2016.10.23,0:2:15,1477180935,668,147,1022,23,30,24,10,0,0,0,0, 32.10, 10.30,32.30,98290.00,3411.94416,1,11831.96478,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1078.13,-2640.62,234.38,890.63,1421.88,2515.62,234.38,218.75,0
UPODS2,2016.10.23,0:2:32,1477180952,669,148,1021,23,30,24,10,0,0,0,0, 32.10, 10.40,32.20,98290.00,3411.94381,1,11831.96484,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1062.50,-2609.37,203.13,1000.00,1437.50,2515.62,203.13,187.50,0
UPODS2,2016.10.23,0:2:49,1477180969,668,149,1023,23,30,24,9,0,0,0,0, 32.00, 10.40,32.20,98284.00,3411.94428,1,11831.96479,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1046.88,-2515.62,203.13,921.88,1437.50,2531.25,187.50,203.13,0
