Model,YYYY/MM/DD,HH:MM:SS,UnixTime,Baseline,CO2,A0,Fig1,Fig2,e2v03,e2vNO2,e2v1,e2v2,e2v3,e2v4,Temp,Rh,BaroT,BaroP,Lat,N/S,Lon,E/W,C0,C1,C2,C3,C4,C5,C6,C7,Ba1,Ba2,Ba3,Ba4,Bb1,Bb2,Bb3,Bb4,Bc1,Bc2,Bc3,Bc4,Wind
UPODS1,2016.10.25,0:0:31,1477353631,275,178,201,60,36,92,99,0,0,0,0, 32.10, 22.50,30.90,98784.00,3411.94846,1,11831.96570,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,875.00,-640.63,-10109.37,9984.37,1156.25,2421.87,265.63,-437.50,0
UPODS1,2016.10.25,0:0:48,1477353648,276,181,203,59,36,92,96,0,0,0,0, 32.00, 22.40,30.90,98792.00,3411.94999,1,11831.96515,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,812.50,-484.38,-10218.75,9375.00,1250.00,2359.37,234.38,-437.50,0
UPODS1,2016.10.25,0:1:5,1477353665,276,178,201,59,36,91,94,0,0,0,0, 32.10, 22.30,30.90,98792.00,3411.95070,1,11831.96476,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,890.63,-593.75,-10187.50,9093.75,1343.75,2406.25,156.25,-500.00,0
UPODS1,2016.10.25,0:1:22,1477353682,276,180,201,58,36,91,92,0,0,0,0, 32.10, 22.30,30.90,98784.00,3411.94924,1,11831.96507,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,859.38,-578.13,-9968.75,8859.37,1109.38,2359.37,234.38,-421.88,0
UPODS1,2016.10.25,0:1:39,1477353699,277,179,202,58,36,90,91,0,0,0,0, 32.00, 22.20,30.90,98784.00,3411.94756,1,11831.96521,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,796.88,-515.63,-10078.12,8781.25,1187.50,2312.50,187.50,-406.25,0
UPODS1,2016.10.25,0:1:56,1477353716,276,178,202,58,36,90,90,0,0,0,0, 32.00, 22.20,30.90,98795.00,3411.94789,1,11831.96517,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,812.50,-625.00,-9968.75,8531.25,1187.50,2281.25,171.88,-484.38,0
UPODS1,2016.10.25,0:2:13,1477353733,276,179,202,58,36,90,90,0,0,0,0, 32.00, 22.20,30.80,98781.00,3411.94827,1,11831.96503,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,765.63,-656.25,-9984.37,8593.75,1140.63,2125.00,234.38,-468.75,0
UPODS1,2016.10.25,0:2:30,1477353750,277,180,202,58,36,89,91,0,0,0,0, 32.00, 22.20,30.90,98784.00,3411.94817,1,11831.96519,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,812.50,-750.00,-9750.00,8718.75,1062.50,2328.12,156.25,-531.25,0
UPODS1,2016.10.25,0:2:47,1477353767,276,178,201,58,36,89,92,0,0,0,0, 31.90, 22.00,30.80,98784.00,3411.94795,1,11831.96492,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,734.38,-859.38,-9859.37,8843.75,1109.38,2234.37,250.00,-484.38,0
UPODS1,2016.10.25,0:3:4,1477353784,276,178,201,58,36,89,94,0,0,0,0, 31.90, 22.00,30.80,98798.00,3411.94675,1,11831.96507,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,796.88,-906.25,-9781.25,9000.00,1109.38,2218.75,234.38,-546.88,0
UPODS1,2016.10.25,0:3:21,1477353801,277,179,201,58,36,90,95,0,0,0,0, 31.90, 22.10,30.80,98784.00,3411.94611,1,11831.96550,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,828.13,-968.75,-9875.00,9000.00,1171.88,2265.62,218.75,-468.75,0
UPODS1,2016.10.25,0:3:38,1477353818,275,177,201,58,36,90,95,0,0,0,0, 31.90, 22.10,30.80,98798.00,3411.94444,1,11831.96642,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,859.38,-1062.50,-9812.50,9046.87,1125.00,2218.75,281.25,-515.63,0
UPODS1,2016.10.25,0:3:55,1477353835,277,178,201,58,36,90,96,0,0,0,0, 32.00, 22.50,30.80,98781.00,3411.94299,1,11831.96729,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,796.88,-1031.25,-9843.75,9218.75,1218.75,2218.75,234.38,-468.75,0
UPODS1,2016.10.25,0:4:12,1477353852,278,179,202,59,36,90,98,0,0,0,0, 31.90, 22.20,30.80,98778.00,3411.94331,1,11831.96755,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,828.13,-1031.25,-9875.00,9281.25,1171.88,2203.12,203.13,-500.00,0
UPODS1,2016.10.25,0:4:29,1477353869,276,177,202,59,36,90,100,0,0,0,0, 31.90, 22.30,30.80,98778.00,3411.94454,1,11831.96725,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,750.00,-1125.00,-9921.87,9578.12,1125.00,2109.37,250.00,-484.38,0
UPODS1,2016.10.25,0:4:46,1477353886,275,179,203,59,36,90,101,0,0,0,0, 31.90, 22.30,30.80,98778.00,3411.94515,1,11831.96727,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,875.00,-1187.50,-9828.12,9718.75,1218.75,2203.12,312.50,-500.00,0
UPODS1,2016.10.25,0:5:3,1477353903,276,177,202,59,36,91,102,0,0,0,0, 31.90, 22.40,30.80,98772.00,3411.94675,1,11831.96691,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,781.25,-1187.50,-9875.00,9796.87,1171.88,2578.12,234.38,-625.00,0
UPODS1,2016.10.25,0:5:20,1477353920,277,177,202,59,36,91,103,0,0,0,0, 31.90, 22.40,30.80,98784.00,3411.94858,1,11831.96663,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,828.13,-1187.50,-9890.62,9687.50,1093.75,2093.75,250.00,-546.88,0
UPODS1,2016.10.25,0:5:37,1477353937,277,178,203,59,36,91,103,0,0,0,0, 31.90, 22.40,30.80,98775.00,3411.94901,1,11831.96645,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,859.38,-1203.13,-9843.75,9671.87,1187.50,2203.12,203.13,-671.88,0
UPODS1,2016.10.25,0:5:54,1477353954,277,178,202,59,36,91,103,0,0,0,0, 31.90, 22.40,30.80,98787.00,3411.94794,1,11831.96642,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,796.88,-1234.38,-9828.12,9640.62,1078.13,2078.12,359.38,-484.38,0
UPODS1,2016.10.25,0:6:11,1477353971,277,179,201,60,36,91,104,0,0,0,0, 31.90, 22.50,30.70,98781.00,3411.94696,1,11831.96668,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,906.25,-1281.25,-9906.25,9656.25,1093.75,2156.25,265.63,-593.75,0
UPODS1,2016.10.25,0:6:28,1477353988,277,180,201,60,36,92,106,0,0,0,0, 31.90, 22.50,30.70,98766.00,3411.94728,1,11831.96702,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,828.13,-1234.38,-9906.25,9765.62,1156.25,2187.50,140.63,-562.50,0
UPODS1,2016.10.25,0:6:45,1477354005,277,178,202,60,36,91,103,0,0,0,0, 31.90, 22.50,30.70,98772.00,3411.94751,1,11831.96712,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,906.25,-1234.38,-10062.50,9734.37,1187.50,2171.87,281.25,-421.88,0
UPODS1,2016.10.25,0:7:2,1477354022,277,176,202,60,36,92,103,0,0,0,0, 31.90, 22.60,30.70,98769.00,3411.94724,1,11831.96685,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,875.00,-1265.63,-9953.12,9953.12,984.38,2203.12,312.50,-500.00,0
UPODS1,2016.10.25,0:7:19,1477354039,276,177,202,60,36,92,104,0,0,0,0, 31.90, 22.60,30.70,98772.00,3411.94647,1,11831.96664,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,906.25,-1312.50,-10125.00,10062.50,1125.00,2156.25,281.25,-609.38,0
UPODS1,2016.10.25,0:7:36,1477354056,276,176,201,60,36,93,105,0,0,0,0, 31.90, 22.60,30.70,98775.00,3411.94685,1,11831.96657,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,984.38,-1328.13,-10031.25,10296.87,1218.75,2359.37,265.63,-500.00,0
